	GSM469508	GSM469509	GSM469510	GSM469511	GSM469512	GSM469513	GSM469514	GSM469515	GSM469516	GSM469517	GSM469518	GSM469519	GSM469520	GSM469521	GSM469522	GSM469523
MRPL23	6.829733492	6.973121417	5.012995491	6.436127156	7.074220039	7.420627292	7.135363267	7.172037458	7.654805598	6.417569469	7.276685616	6.917574564	7.15087985	7.420978692	7.073026853	6.626658219
MRPL24	4.75325025	4.713020674	3.778406078	4.475253133	4.528569987	4.614913173	4.752890444	4.944937911	4.936220055	4.735541631	4.708826725	4.817669196	4.726290728	4.889016226	4.995746826	4.669874665
MRPL28	4.285919172	4.667845855	3.707224463	4.265848742	4.574126047	4.465866055	4.126370085	4.251531101	4.29569758	4.303599969	4.548681996	4.299721182	4.316284041	4.323513038	5.223896955	3.976404256
MRPL3	6.965793689	5.715423682	5.85877432	6.051583934	6.361853938	5.812676286	6.027349172	6.857661211	6.944765387	7.295795085	6.41319841	6.477482225	6.859273758	6.82168129	5.814757285	6.647839439
MRPL33	6.786350598	6.85097983	5.826589823	7.215162374	6.880211348	6.617311211	6.764893284	7.086286409	7.355633974	6.73239619	6.813962607	6.920435508	6.6545647	6.781179821	6.671379883	7.103554196
MRPL34	2.962523576	2.824176216	2.592103731	2.811755685	2.786646324	2.629980406	2.803143257	2.602714942	3.682307933	3.290221053	2.941190937	2.856775661	2.851824535	3.913711571	2.842816878	2.819376709
MRPL35	3.942829815	3.461525894	3.440015958	3.412140588	3.815964544	3.413989574	3.444114356	3.569827323	4.411772136	4.782175132	3.841952825	4.343663044	3.77007859	3.722689293	3.665888561	3.676703996
MRPL39	5.47451713	5.008829247	5.365789023	5.132523292	5.859392272	4.377224448	5.292790668	4.848575236	5.573781062	5.388746139	5.546567822	5.263806507	5.233902703	4.998870919	5.27874493	5.165901022
MRPL4	3.287378762	3.276189308	2.756253033	2.913539454	3.109837048	3.424132533	3.152609443	2.992388448	3.778685287	3.079901097	3.07504181	2.912760875	2.550802212	3.44243561	3.09366811	3.099432523
MRPL40	7.186643438	8.012560776	6.246238785	7.715262636	8.050038343	7.123731617	8.191525979	7.531324088	7.947416131	6.486606513	7.397095592	7.397161469	7.952881829	7.877754616	7.574542633	7.219242112
MRPL41	2.384418567	2.458738864	2.383992348	2.38826077	2.378318487	2.392988811	2.429970223	2.38619778	2.336491022	2.303457761	2.340919796	2.397613784	2.394388861	2.343980407	2.672750206	2.377817388
MRPL42	4.920076666	5.029114638	5.95273509	5.242067906	5.540780111	4.257473747	5.479038486	4.832690203	5.907774185	5.921391483	5.188837595	5.671431692	5.461776643	4.854567136	4.781689177	5.044274791
MRPL44	3.122882412	3.738959126	3.9198068	3.744659827	3.331387183	3.079060506	3.235051643	3.094339563	3.032198894	3.072611063	3.18935492	3.022587648	3.084063748	3.015709625	3.12867167	3.566408555
MRPL46	4.618475345	4.329264937	4.451913782	4.455936025	4.285818872	4.378059694	4.437836292	4.340782798	4.953490496	4.93223879	4.306925464	4.654554259	4.334280011	4.784355003	4.400149806	4.440369039
MRPL48	4.749716985	4.961297713	4.333893953	5.401488426	4.809963625	4.872738666	5.186377425	4.920953151	5.428672077	4.987504555	5.152761458	4.767290293	5.401179644	5.245424111	4.714098727	4.70927343
MRPL49	6.503945467	6.624462651	6.169371067	6.743526365	6.730970514	7.544107249	6.933884627	6.766898936	7.394283458	6.349935639	7.458240469	6.772549856	7.058556039	7.277989087	7.096019004	6.97719608
MRPL52	2.536437001	2.881195772	2.707999027	2.983455421	2.746685523	2.64700523	2.696290062	2.576206056	2.544484316	2.503806158	2.579189317	2.548749221	2.584107799	2.555577494	2.591593407	2.853349001
MRPL57	7.973625972	7.909383648	7.666574892	8.339496631	8.659381728	8.422107498	8.909605443	8.487398017	8.30010411	8.001180422	8.470542725	8.330723406	8.674695461	8.133635212	8.557900926	8.415731261
MRPL9	5.486152572	5.401355382	5.407494602	5.872322381	4.885856888	5.419219684	5.522860186	5.421800585	5.774637499	5.5202233	5.367828541	5.562070061	5.100814623	5.660946546	5.137506795	5.200582328
MRPS10	5.619800112	5.700338252	5.568962929	5.669717004	5.73377672	5.325786587	5.924770309	5.206547934	5.45174729	5.346224365	5.770296782	5.497519132	5.270545427	5.825782946	5.426303903	5.66888483
MRPS11	5.271667284	4.754445588	4.203032576	4.581260682	5.009793724	5.327706736	5.197947195	5.176986545	5.066660592	5.630534782	5.080938734	5.067398443	5.025102304	5.073679039	4.921575806	5.06215386
MRPS12	4.593744674	3.238669367	2.77870953	2.726217233	3.228483822	3.630017134	3.162866454	4.105028003	4.666301979	5.201197342	3.486191506	4.781167462	3.481342552	4.200682147	3.638054182	3.499291822
MRPS14	4.232450986	3.694060719	3.739166434	3.706886066	4.227361275	3.930039867	4.052878645	3.962088591	4.802500008	4.847200809	4.17326571	4.494044288	4.071085482	4.246799703	4.101151971	4.024543172
MRPS15	4.473819079	5.40850338	4.836124437	4.603919025	5.373543106	4.239835	5.259965546	4.283574984	4.877905632	5.212471226	4.269964269	4.054694899	4.315880947	4.386069238	4.328209175	4.608263004
MRPS16	5.304739644	4.093513417	3.357793917	4.095902166	4.012085502	4.499146984	4.583898996	4.499827598	4.820902212	5.191222806	4.662880896	4.528165679	4.638712824	4.442053015	4.504581148	3.98292568
MRPS17	4.950470715	4.813110513	3.851900994	4.546711564	4.941648144	4.593800641	4.584435183	4.934583917	5.445975125	5.482838213	4.993497188	5.179620205	4.929590806	5.128248522	5.04411018	4.881403612
MRPS18A	5.05503938	5.776030251	6.026264199	4.43089072	5.545644957	5.522729139	5.208765877	5.037025459	5.122337697	5.84397769	5.275559768	5.089405941	4.934731508	5.052346938	5.096649929	4.440594285
MRPS18B	6.097346086	6.152980537	5.953531535	6.693730555	6.544665748	6.562407691	6.835533317	5.954548923	6.445564513	6.496944978	6.417392231	6.408292065	6.371181007	6.408453454	6.32643795	6.159417918
MRPS18C	3.243883321	4.04619897	4.774995716	4.577459278	4.006955032	3.4695237	4.259209293	3.290586802	3.381569168	3.298419819	3.448853356	3.491029811	3.406658225	3.15288313	3.683734543	3.804842164
MRPS2	3.128181671	2.69979545	2.874880378	2.933589954	2.961427977	4.071026855	3.755238833	3.032196182	4.019889612	3.168175496	3.600966922	2.920640106	3.487918737	3.528715962	3.1939405	2.865581201
MRPS22	5.878277411	5.959119742	5.990924681	5.935332594	6.09048125	5.37588839	6.390537654	5.361618888	6.395477847	6.308722708	5.783949548	5.954762133	5.774891357	6.006632575	5.715912327	5.763764881
MRPS27	5.021426291	4.470582735	3.782929818	4.638336766	4.957206881	4.703365001	5.542698023	5.022767898	5.520922631	4.732884536	5.223370092	5.064186659	5.290557807	5.079656701	4.780212419	5.463523601
MRPS28	5.126001947	4.939033591	4.419712821	5.281114156	5.077863466	4.36072428	5.485674216	5.337965341	5.82188972	5.572690427	5.512459601	5.532859531	5.322154949	5.357146959	4.927480398	5.049759036
MRPS30	3.990819039	3.973508092	3.913750975	4.513454921	3.919836304	3.999577474	3.937780916	3.876566166	3.73930917	3.700372657	3.697365196	3.869807665	4.298120581	3.749208359	3.917713888	3.81924173
MRPS31	7.781573933	8.565298394	7.831835334	8.895245248	8.743004165	7.583080203	8.740849162	8.426312126	8.828425324	6.721372019	8.834608968	8.821290604	8.712453647	8.36974369	8.49215873	8.268397097
MRPS33	5.479997402	4.448218871	4.167901523	4.578690797	5.557896323	4.382563365	5.705409401	5.166110522	6.07775023	5.646594147	5.446201935	5.334934701	5.387508119	5.301958135	5.308594137	4.640695766
MRPS34	4.671972201	5.097892488	3.796529167	4.496175065	4.854136616	4.871810766	4.856874936	4.914204539	4.897466826	4.778938307	4.856138123	4.63904446	4.979235339	5.094650722	5.01190314	5.186258031
MRPS35	5.431443472	3.875399077	4.492929669	4.944380617	4.642153898	5.281066804	5.243037089	5.304601105	5.653782993	5.207656398	5.230984267	5.173983226	5.225785366	5.32284117	5.016011611	5.268310513
MRPS7	5.52647677	5.520461725	5.086088351	5.392208536	5.391742278	4.589340774	5.434606803	5.37787899	5.923869948	5.442273673	5.468394845	5.411276262	5.855674027	5.691597745	5.457058863	4.749115379
MRS2	3.304158831	4.365186339	3.907174908	4.449078901	3.723306414	3.218558124	3.60325677	3.365119779	3.489771406	3.623651414	3.362099476	3.584117444	3.257690268	3.858102524	3.473754141	3.546134161
MRTO4	3.358183057	3.473456982	3.242783455	3.438741828	3.578673456	3.482766504	3.512403928	3.465134855	3.437388057	3.687910249	3.453433501	3.640873213	3.605019095	3.45178327	3.477581467	3.485936087
MS4A1	2.187005933	2.221360373	2.195300827	2.2113619	2.195837585	2.201186818	2.199896423	2.198611348	2.202701453	2.186366442	2.758518294	2.200313684	2.204535728	2.197488949	2.613531188	2.19957744
MS4A12	2.260541788	2.606591919	2.673271398	2.349276639	2.405918426	2.304214527	2.312801672	2.287114772	2.245415	2.269714133	2.274443202	2.284599505	2.303202463	2.289911505	2.297558654	2.322993912
MS4A2	2.558090551	2.913160536	2.847549569	2.912827063	2.744740984	2.670548384	3.055371768	2.61496974	2.573697961	2.5448772	2.621325719	2.633961939	2.655532215	2.577021239	2.719598849	2.812254173
MS4A3	2.529907947	2.863043706	2.797893982	2.834105027	2.760187799	2.691856464	2.841391749	2.677844915	2.544650088	2.548859198	2.663259569	2.678282475	2.657107216	2.562666937	2.702754701	2.731555098
MS4A4A	7.032115983	3.493144729	4.358321771	3.468586011	3.471833357	2.365118167	2.67516444	3.730143128	3.399410018	7.600841376	3.367144458	6.306114965	3.286798714	2.326508083	4.419506352	2.865204911
MS4A5	2.142222636	2.32597673	2.166742867	2.18115639	2.152301812	2.152238359	2.169989375	2.139271983	2.144235718	2.116872235	2.174751176	2.149532693	2.152046232	2.150237348	2.153877425	2.151872635
MS4A6A	5.270449827	2.394309621	5.274059672	2.280312027	2.354220974	2.236804292	2.246963406	2.229431887	2.234960707	5.06962209	2.593036596	3.145550603	2.246553755	2.237652285	2.24855465	2.271221566
MSANTD2	2.614836898	2.970130524	2.799657878	2.812129252	2.755556254	2.665784368	2.860620657	2.645590294	2.569883408	2.615045442	2.629770519	2.573218703	2.644793248	2.641732147	2.669490935	2.657911038
MSC	2.184599778	2.315776976	2.193011967	2.322580449	2.2136399	2.20394979	2.263897567	2.193408343	2.188149688	2.193116725	2.189424169	2.21192295	2.2145582	2.208308566	2.209228527	2.198321935
MSH2	4.041010706	3.951293572	3.608242075	3.718715421	4.198417419	3.361768425	3.885357548	3.873615421	4.242448105	3.932593079	3.511278994	3.738146813	3.958495684	4.584117382	3.770491058	3.387100515
MSH3	5.962582481	6.57724004	5.312422539	6.881364779	7.032867526	4.264095785	6.748034271	6.242347169	6.977825297	5.115927612	6.038311653	6.812196964	6.894201575	6.241294898	6.51539209	6.577125757
MSH4	2.397708384	2.67954896	2.621463696	2.738581557	2.578390171	2.515460944	2.640760326	2.450769474	2.440672074	2.420565808	2.478971957	2.441672908	2.501657326	2.455779279	2.516841636	2.530984487
MSH6	5.10510877	4.365500617	4.906912983	4.880939788	4.662862619	4.245166903	4.839975895	4.438696249	4.847420045	5.187052004	4.640544444	4.877225859	4.573389025	4.959265844	4.658663503	5.061413528
MSI1	3.023134271	4.495665276	4.187651131	3.523922624	3.351095966	3.245747117	3.311999891	3.118696102	2.914629284	2.832945895	3.333946366	2.853872736	3.035911095	3.00333805	3.440929225	3.547556737
MSL1	5.958513522	4.313131209	4.662057716	4.92015423	5.546435244	6.077642132	5.457668567	5.866325127	6.147642989	5.932607083	5.568309273	5.313246458	5.435524408	5.834193751	4.999199485	5.623735887
MSL2	4.859647155	4.62641364	5.030882074	4.587634928	4.403218569	4.519928232	4.012566961	4.50527479	4.383703419	5.461308763	4.510664741	4.650500184	4.059796915	4.513678162	4.793072643	5.295425058
MSL3	4.426930436	4.595883408	3.49927462	4.006052702	4.419402863	3.648935399	4.432764507	4.299164787	4.570862697	4.543637504	4.429393558	4.773967717	4.447112561	5.207668664	4.296404903	4.477313669
MSLN	3.919974742	3.267947054	3.016586071	3.385031398	4.203380257	7.025675578	3.006044358	3.355581094	4.478781179	5.273738967	4.605795816	3.008281381	3.083949248	5.763568869	3.519704267	3.657216665
MSMB	11.17076065	10.9335194	7.679029487	11.83382078	9.835478718	9.780708711	10.67751724	11.87530144	10.64278182	10.20353121	11.48592754	10.84585583	12.59468446	12.66039473	8.92904478	9.449307843
MSMO1	6.057069602	5.131753034	5.397136206	7.069294843	6.802108445	7.676535867	6.115809135	6.87349846	6.800660132	5.430508528	6.4213728	6.565345992	6.860552569	7.03971869	6.13506897	6.537532012
MSN	7.215270592	4.364111022	5.015711194	3.930445216	4.262641454	4.103206223	3.905562237	4.166245542	5.211313047	6.630791434	5.125140174	6.577923661	3.576450544	3.890737987	4.746031264	4.189952972
MSR1	7.392602926	4.417811801	4.330292343	3.221053873	3.895495945	2.908821261	3.01410409	3.856032056	3.4236313	5.893807358	3.405914769	6.081958582	3.277546121	2.815211109	3.489680096	2.965486886
MSRA	4.502918766	4.174130957	3.834791045	3.737084998	4.149890273	4.32578217	4.300781639	4.315247483	4.113011642	4.152435434	4.141210579	4.329233405	4.190071147	4.271209392	4.240049374	3.802348967
MSRB1	6.549764201	6.960624737	6.127634504	4.79428707	6.473187256	7.028247173	6.394133456	6.634262988	7.545291862	7.757966496	6.787201761	7.147520606	6.382360429	6.197952882	6.602155782	5.561328447
MSRB2	5.786145622	5.562785372	4.292263072	5.080771605	5.249434989	4.945019642	5.497318026	5.4176673	5.830391795	5.657243516	5.226199637	5.597547758	5.69369669	5.35982302	5.225300102	4.930421398
MST1	2.548677394	2.738879449	2.572384962	2.594376792	2.58351034	4.008818789	2.61345444	3.522915789	2.651117653	2.534192917	2.798349694	2.589183409	2.604079138	3.537432079	3.072191754	2.628568814
MST1L	2.722365714	3.439288602	3.281129303	3.265315336	3.389325843	2.910119713	3.329340015	2.874105758	2.834872488	2.689895044	2.821080403	2.740256414	2.902479932	2.834336914	3.011299144	3.118099672
MST1R	2.486199613	2.753338333	2.975860496	2.645570862	2.589440379	3.560452633	2.688092503	3.09228824	2.674397349	2.568266039	2.572861975	2.749637227	2.57747925	2.775022594	2.674662351	2.671669285
MST4	3.895863376	3.975921938	4.599933429	4.379670599	4.593274572	3.794353654	3.868216502	3.582097841	3.736824683	4.305705316	3.761203688	3.509295178	3.670661512	3.323124848	3.979086117	3.875402124
MSTN	2.92325069	4.275840003	4.138639476	4.739823254	4.062943649	3.184379674	3.90854307	3.099140752	2.938120111	2.889864064	3.103725579	2.918646257	3.160380686	2.964993099	3.348594183	3.467557888
MSX1	2.654883873	2.973955284	3.177551857	3.255916484	3.121401859	2.834649216	3.141492272	2.778276507	2.780464279	2.761661394	2.77702478	2.72247551	2.829088152	2.79276701	2.895564431	3.138499061
MSX2	3.00557866	4.697086704	4.268325753	4.587224818	3.868134524	3.294945665	3.926372364	3.263316728	3.019571879	2.959515795	3.222088793	3.016442738	3.275142831	3.051267542	3.532481147	3.556295048
MT1E	7.989051265	8.718967026	9.040824702	8.776727968	8.64680755	8.862189669	9.098201574	8.612833712	7.228946223	8.858082323	8.154189687	6.593009079	8.707637565	8.186115578	7.217197361	9.877298275
MT1F	7.692508883	8.198782775	8.243893985	7.721436468	8.094929086	8.326917386	7.824391929	7.282986729	6.647310743	7.959320368	6.772718609	6.2218566	7.517072525	7.310740034	6.358881208	8.770512595
MT1G	7.619874198	8.099136295	7.959542906	7.934740929	7.851612038	8.540800281	8.051136037	7.821310691	6.908169238	7.843820388	7.211418837	6.668782517	7.579564366	7.322364277	6.538933372	8.309028861
MT1H	8.322825623	8.515233958	9.075783699	8.413002665	8.502868774	8.700972841	8.58556274	8.308749458	7.4467111	8.527998462	7.625840549	7.100291953	8.371445165	7.597504865	7.324449094	9.031009826
MT1HL1	7.9998643	7.76139033	9.478317432	8.636651224	8.633582542	9.019812834	8.893612989	8.381973025	7.293788611	8.583423464	7.682598322	7.129572501	8.025622835	7.757503666	7.464122685	9.212995795
MT1M	2.548813653	2.910646838	3.368651998	2.876764478	3.020283731	2.754092511	2.661913774	2.647155844	2.554764167	2.528245028	2.592942264	2.312765467	2.659505895	2.575340186	2.652544527	3.242272836
MT1X	8.649323192	9.201313947	9.475567708	8.795176986	9.054309488	9.493623265	8.681600867	8.903786462	7.537323912	9.004381333	7.772953704	7.214441541	8.95035284	8.22245984	7.518989115	9.565302333
MT2A	9.421872972	10.21138412	10.87666357	9.303733749	9.515237942	10.05786176	9.529827518	9.437555877	8.611073383	10.23511998	8.720608099	8.503611816	9.310247076	9.041645903	8.783231575	9.699273912
MT3	2.844671249	3.11429803	2.955496153	3.658146834	2.920034893	3.776473051	3.082545494	3.059232328	3.381138487	2.89505115	2.994736974	2.53922127	3.652936278	3.98638157	2.844139296	3.228119146
MT4	2.483816415	2.685613791	2.585987454	2.609050771	2.577920172	2.52428242	2.520193452	2.480781835	2.47672301	2.513703659	2.462656435	2.446388189	2.506294757	2.487810796	2.515859242	3.006007999
MTA1	3.61806627	4.053367201	3.448295184	4.121826193	3.583313913	4.505277372	3.936160374	3.996958855	4.426320696	3.792770134	3.962631434	3.851328535	3.877504481	4.401845501	4.021939833	4.183930239
MTA2	2.450573565	2.61831012	2.593917922	2.633822676	2.569428431	2.680443132	2.569173505	2.489171992	2.564483402	2.524698797	2.478638708	2.511391927	2.578676816	2.564364086	2.575578361	2.578717362
MTAP	2.90467034	3.673502568	3.645758075	3.591724228	3.441557805	3.015793179	3.416463631	2.919761442	2.912494986	2.828006953	2.973194836	2.902956738	3.023667243	2.950923763	3.068431976	3.13590055
MTCH1	8.236285578	6.971753435	8.643462218	8.74266106	8.349570793	8.900595107	8.818149351	8.818465795	9.206477397	8.253277956	8.658753958	8.689755493	9.109660439	8.918510948	8.455791116	8.113676575
MTCH2	6.050134402	4.899943508	4.71944615	4.754090499	6.033259376	5.336168001	6.131010748	5.87478238	6.473618937	6.749988095	5.835840381	6.283217821	6.165054665	5.965030217	5.61242992	6.094709705
MTCL1	2.574953713	2.761617839	2.790242378	2.833928068	2.693211359	2.628218639	2.703583539	2.607040914	2.60163043	2.57570518	2.595520211	2.618121018	2.624950549	2.554404468	2.647217541	2.667331202
MTDH	5.036953582	6.364603617	5.697183076	5.72684557	6.379794323	6.016705667	6.162740982	6.275097577	4.961941513	5.935632076	5.053031363	4.722669977	5.934503397	5.766743624	5.661929934	5.464942963
MTERF1	2.892279254	3.767480393	3.340744358	3.502909557	3.22058522	2.994770057	3.190550089	2.971867201	2.940019403	2.865449207	2.98908945	3.017875842	2.991557913	2.984995922	3.104652841	3.300454106
MTERF3	4.528998734	4.443240774	4.741733264	4.516869995	4.679800605	3.514585603	4.240636466	3.787366501	4.343838045	4.630591538	4.176011091	4.709841798	3.752753596	3.859271058	3.966252604	3.426881546
MTERF4	2.234934966	2.312382041	2.256262245	2.33324584	2.249907928	2.258026454	2.27808742	2.280632211	2.427706109	2.545268847	2.233453241	2.350676752	2.17965953	2.253447463	2.240326816	2.512692634
MTF1	3.41905815	4.138780778	4.286857642	3.704027635	4.214130672	3.777953558	4.318695863	3.526513265	3.212707446	3.540937376	3.655088998	3.197124897	3.59300906	3.567882114	3.601844547	3.620375848
MTF2	3.195770005	4.695988871	4.425502959	4.593070687	4.154845379	3.446283958	4.066495418	3.222847575	3.208868885	3.208166698	3.372815393	3.077952892	3.430762126	3.239451332	3.589142929	3.697269896
MTFR1	3.915625791	4.363543556	4.125302149	4.134572201	4.124691408	4.075159216	4.228857171	3.987295754	3.981729532	3.901331063	4.343304614	3.954680176	4.206030877	3.932557253	4.173560468	4.180410291
MTG1	4.025730986	4.099069394	3.8093795	3.285041712	4.021325834	4.242861911	4.031872894	4.587133466	4.740246797	3.950334169	4.208050345	4.140971709	4.112226759	4.190996595	4.40198565	4.106884806
MTHFD1	4.690815082	3.920287689	4.065816424	3.759927348	4.326877815	3.978524891	3.427674342	4.07498658	4.148902747	4.756408088	4.061361348	4.425890402	3.644882525	4.001334459	3.669951781	3.941515534
MTHFD2	5.660969023	5.011934332	7.034471183	4.415369698	4.518080569	3.417656192	3.59089585	3.894837612	5.241284852	7.182158818	3.760642004	6.761089139	3.478532778	3.385686087	4.082820927	3.866526748
MTHFD2L	2.821423162	3.822263727	3.551470021	3.64358223	3.454551467	2.999370473	3.337282686	2.94351821	2.756564956	2.784251296	2.929166991	2.912493029	3.015992261	2.927479437	3.081564207	3.052564017
MTHFR	3.078559844	3.941063954	3.358990614	3.619774064	3.485851612	3.282424547	3.480585819	3.190991011	3.089244283	3.047377055	3.186993028	3.175049203	3.234528902	3.133687918	3.399260956	3.343082873
MTHFSD	2.61163562	2.692040766	2.660268101	2.94137477	2.779230731	2.741757156	2.714044382	2.743412264	2.601907264	2.583323424	2.747821543	2.603116681	2.723701813	2.607852549	2.784283174	2.73973955
MTIF2	4.923264851	5.100298189	4.769770121	5.475503413	5.078533484	4.404765981	5.058982372	4.743920043	5.225548244	4.512119386	5.072691427	4.892189883	4.79793727	5.308783138	5.010990913	4.799232663
MTL5	2.38285509	2.473636481	2.448132571	2.466324831	2.431304903	2.413275409	2.43470417	2.39816642	2.386511996	2.373299598	2.370629267	2.391876998	2.404510884	2.401433542	2.413147282	2.424407373
MTM1	3.955361764	5.129617605	4.962612087	4.975648142	4.718154818	3.84995732	4.592152683	3.90580223	4.02352405	3.831593159	3.940198553	3.626946289	3.811418695	3.902301178	4.044749421	4.297374639
MTMR1	5.642537313	5.293653227	5.123879304	5.406291451	5.559661645	5.87942286	6.080254092	5.732206929	5.74344528	5.366917528	5.787508312	5.68968281	5.638472672	6.103584734	5.644200477	5.567097153
MTMR10	2.1497459	2.590739743	2.261800011	2.383295423	2.564580263	2.230346484	2.236573412	2.196030437	2.197319884	2.180025169	2.191836935	2.19893825	2.210976209	2.203748083	2.222642242	2.247130404
MTMR11	2.21817189	2.251710293	2.189726359	2.203646994	2.174150779	2.182457144	2.190916969	2.179780676	2.186331579	2.159112786	2.167616644	2.174921886	2.192670618	2.177457666	2.191803803	2.168134231
MTMR12	2.358547206	2.596162116	2.415561081	2.447327413	2.477800937	2.440854803	2.422258845	2.439064401	2.438422833	2.542405974	2.454384699	2.443587967	2.450812242	2.43876266	2.435373089	2.405783109
MTMR14	3.600612227	2.669355363	2.645397401	2.697687191	2.357302028	2.697835373	2.840994076	2.650275311	3.484647621	2.950385488	2.801473113	3.269075746	2.65886668	2.70063908	2.71988116	2.863965375
MTMR2	5.169950354	4.994531568	4.952865362	5.495238213	5.993432182	4.532247136	4.855629274	5.224047253	5.964405491	4.60269609	5.269291096	5.253190528	5.35098898	5.30065778	4.943067936	5.41055599
MTMR3	3.493367946	3.36445685	3.243110697	2.951035357	3.235087027	3.309529123	3.232208953	3.347721571	3.802476792	3.994838633	3.469979129	3.334502889	3.32152576	3.774991304	3.218703431	3.249617779
MTMR4	3.133607527	2.588573835	2.613427304	2.617055728	2.572279539	2.586175857	2.602601055	2.736877975	2.724966011	3.145858314	3.042782382	2.598351861	2.58340389	2.572539824	2.663048672	2.607097469
MTMR6	5.632994149	5.559615112	5.274894705	6.022954628	5.085786282	5.109189752	5.452854447	5.223086839	5.297406237	5.021834439	5.558958447	5.297166496	5.237807907	5.103648944	5.240068518	5.26788882
MTMR7	2.583346526	3.074430359	3.170970091	3.037391316	2.851591657	2.685897711	3.184997264	2.652000202	2.636711308	2.566411811	2.64379161	2.587587721	2.692630811	2.614790799	2.729437845	2.878000733
MTMR9	3.577373049	3.256693568	3.257077712	3.47814326	3.104201901	3.231796357	3.243993411	3.208275717	3.079107656	3.705287734	3.180386036	3.790371455	3.225688081	3.021566042	3.224661392	3.253416738
MTNR1A	2.333762666	2.479727124	2.43837241	2.43233578	2.386296418	2.382654332	2.40139593	2.364024706	2.34087956	2.334926468	2.351135785	2.353522455	2.38010581	2.365924684	2.377471035	2.385439711
MTNR1B	2.047979308	2.132619462	2.329525404	2.142435853	2.096111847	2.085102617	2.096702014	2.06411146	2.064620698	2.050692109	2.059094851	2.069557998	2.084891812	2.066616428	2.079634321	2.08809847
MTO1	4.462417525	3.969877377	3.037940203	3.797869169	3.907336406	3.867871279	3.981936	4.009797903	4.099902466	4.431133263	4.150957226	4.43885425	4.152063885	4.335091419	4.046053851	4.176635345
MTOR	2.630702594	2.689966583	2.667009637	2.662263089	2.633217926	2.644472422	2.643936505	2.641855099	2.641247162	2.637413995	2.625689551	2.639633335	2.651914803	2.643354502	2.645915387	2.647861902
MTPAP	2.489821872	2.498968739	2.52064261	2.491328358	2.462075757	2.45690422	2.451606351	2.363834666	2.444423463	2.581289925	2.433729897	2.747007371	2.463227401	2.451350995	2.361766463	2.462496327
MTR	4.273740518	4.067972606	4.007141989	4.762891941	4.283020146	3.633401137	4.127865888	3.689789485	3.231877114	3.699219784	3.655295157	4.176512442	3.794613157	3.800020159	3.747025145	3.790482738
MTRF1	3.079713347	3.767329574	3.91147011	3.903267702	3.345400068	3.230174118	3.584603169	3.263837677	3.245200742	3.297828381	3.438602177	3.469061763	3.1399272	3.539608032	3.356426098	3.216802805
MTRF1L	2.949213282	3.970305085	4.137206191	3.884117966	4.267928833	3.584502236	4.048525919	3.660851	3.121309056	3.204403243	3.489112158	3.289004812	3.578545628	3.34852173	3.928714016	3.772126621
MTRR	4.591347278	3.669518081	4.14119542	3.562525362	4.316739989	4.519042679	3.610925494	4.924740929	4.658137897	4.484912668	4.876207353	4.499742446	4.576925926	4.494736434	4.227913117	4.542060947
MTSS1	5.997071446	5.916500419	4.723086772	5.710145193	6.203550409	6.385492279	6.242627721	6.060456039	5.531912619	4.828718216	6.428830223	6.58117945	6.723331417	6.296428816	6.13332894	6.86723784
MTSS1L	2.683529634	2.87176076	2.878295818	2.902111488	2.825357279	2.813256755	2.847633327	2.768232772	2.775597008	2.726670044	2.817651437	2.781796335	2.799553421	2.761935355	2.853737643	2.817200485
MTTP	2.59441726	3.053514592	2.794503392	2.791591787	2.798951348	2.695964859	2.911711205	2.634285494	2.697635107	2.577054951	2.687262426	2.601144413	2.780266677	2.617636714	2.715198614	2.739909852
MTUS1	5.18149416	3.34340855	5.609555779	5.454198369	4.734666948	5.262525821	4.87649429	5.34415393	5.343897795	5.836844912	5.397337893	5.140896815	5.685323299	6.354081734	5.154262474	6.120394974
MTUS2	2.530111782	2.85045423	2.797976155	2.891568253	2.686294212	2.606125475	2.618695822	2.552046413	2.537149007	2.523594834	2.537339312	2.546156149	2.582762095	2.554745912	2.623758919	2.636538282
MTX1	6.208881417	6.625791548	4.269573459	6.50122638	6.124655955	6.70176354	6.853839926	6.308110437	6.660441941	5.810408403	6.402165387	6.225137943	6.327030775	6.489763431	6.427714132	5.37373638
MTX2	4.59867379	4.149262992	3.425332136	4.696927916	4.623978376	3.730460978	4.622270846	4.568147718	5.282072395	4.356991702	4.642069337	4.895825364	5.114078102	4.595133629	3.98626377	4.119764463
MUC1	7.671351482	8.332519495	8.280384489	7.373852931	8.025220114	8.66689367	8.019110051	8.266955943	7.9535222	9.159975857	8.256373851	6.899327327	7.286493596	8.082405356	8.490051206	6.12637206
MUC13	6.933955589	7.449478555	7.79483862	6.025976168	7.219656775	5.52618499	5.73301275	6.869004055	8.06016904	6.468783993	6.595243539	6.486456683	4.060443556	6.31454063	6.565757383	5.191386797
MUC16	7.5411677	7.227668648	6.710716953	5.910722358	7.453212591	6.447350861	8.09051269	8.564630292	4.946248715	5.853900658	7.962894169	7.147329178	7.229083615	7.426002856	8.280458189	6.948792695
MUC2	2.495471376	2.485033956	2.474836755	2.471957007	2.450664733	2.456406554	2.577895702	2.442642573	2.390319406	3.104836705	2.430966901	2.439146488	2.483148121	2.449307999	2.444274091	2.429113293
