sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HR1188,-18.397969123927,-11.4590433631326,9.88081982260955,-1.45104543683764,-1.39810293595677,-2.00017401421006,-8.44780101879129,0.615932401510331,1.22627435805648,5.16249968012105
HR1191,-8.58023913819218,-11.7711738534979,8.18051889766889,-14.5278248271349,17.2260736898682,2.62537324991626,-11.272937594086,8.24880326128062,5.3396179941845,13.661945668517
HR1192,33.9538061460868,-8.29852804371079,10.3680052525484,-4.42050316047727,2.58008078878192,12.2347870681896,-5.03800178504585,-2.59715876634425,2.95491061117587,1.29215425882122
HR1193,11.4206291109736,2.68042498560827,-2.04660869103505,-0.569500262212687,13.1394521209344,-14.2281352454199,0.503953558134043,-11.3905682109072,-2.8770208110098,4.95900328518091
HR1195,-35.2145487902214,-11.9210770584378,1.93026309413541,14.75331352559,-2.81914910280243,7.93390491238341,10.019197426067,-3.9851750374044,-5.22095047831477,-2.73242054098708
HR1197,-20.4483885492882,8.0767194684928,1.39146313256009,11.4101989017534,-1.19364077151937,1.02528329925461,1.03633212148706,-4.48579451466367,-0.985860829077645,1.67893341808535
HR1200,29.3931545962673,22.1777540497623,7.5321421611685,3.04874830029188,11.8136864554421,3.40992635092248,-0.874954562610936,4.3360438347601,2.22352656864263,6.5476799240264
HR1204,-16.5159553436402,-9.56335971483743,1.45587518151594,6.27724447181608,-18.357106046592,-2.33048083234103,3.46157234221062,-0.923656407882344,-5.07874643183135,-2.69528246750839
HR1206,3.20759414184515,12.2377630107036,6.90811513573127,4.78213746824862,-8.12047475975598,-10.147598977306,5.48263942831598,-5.86447540404374,8.48485506768425,2.06852640881761
HR1207,-11.4645952380089,12.8561037054875,-5.25920156494206,6.77307244246129,7.132531644627,-4.02517540427906,-6.24844713893281,-2.34148091355895,-7.51785555363179,-2.5638339802624
